authorUrl,photoUrl,name,authorTitle,since,company,bioFull,xUrl,xHandle,linkedinUrl,linkedinID,themeTitle,themeDesc,themeReviews,numAnalysis,numInvGroupResearch,numBlogPosts,numComments,numLikes,numFollowers,numFollowing,scrapedDate
https://seekingalpha.com/author/the-gaming-dividend,https://static3.seekingalpha.com/images/users_profile/031/369/215/extra_large_pic.png,The Gaming Dividend,,Seeking Alpha Analyst since 2023,The Gaming Dividend,"Financial analyst by day and a seasoned investor by passion, I've been involved in the world of investing for over 10 years and honed my skills in analyzing lucrative opportunities within the market.I specialize in uncovering strategies to utilize various investment vehicles - seeking out high quality dividend stocks, and other assets that offer potential for long term-growth that pack a serious punch for bill-paying potential. I use myself as an example that with a solid base of classic dividend growth stocks, sprinkling in some Business Development Companies, REITs, and Closed End Funds can be a highly efficient way to boost your investment income while still capturing a total return that follows traditional index funds. I create a hybrid system between growth and income and manage to still capture a total return that is on par with the S&P.After humble beginnings sharing my knowledge on Instagram (@thegamingdividend), I have decided to further expand my passion sharing insights here on SA.My money will always be where my mouth is; I am a strong proponent in the FIRE movement and have been perfecting this craft so that I can inspire the average 9-5'er like myself, that early retirement is within reach without compromising the safety of your portfolio. ",None,None,None,None,,,,360,,,2.14K,1.94K,3.59K,24,2024-10-31
https://seekingalpha.com/author/nick-ackerman,https://static1.seekingalpha.com/images/users_profile/001/058/901/extra_large_pic.png,Nick Ackerman,Investing Group,Seeking Alpha Analyst since 2018,,"Nick Ackerman is a former financial advisor using his experience to provide coverage on closed-end funds and exchange-traded funds. Nick has previously held Series 7 and Series 66 licenses and has been investing personally for over 14 years.He contributes to the investing group CEF/ETF Income Laboratory along with leader Stanford Chemist, and Juan de la Hoz and Dividend Seeker. They help members benefit from income and arbitrage strategies in CEFs and ETFs by providing expert-level research. The service includes: managed portfolios targeting safe 8%+ yields, actionable income and arbitrage recommendations, in-depth analysis of CEFs and ETFs, and a friendly community of over a thousand members looking for the best income ideas. These are geared towards both active and passive investors. The vast majority of their holdings are also monthly-payers, which is great for faster compounding as well as smoothing income streams. Learn More. ",https://twitter.com/NJ_Ackerman,NJ_Ackerman,None,None,CEF/ETF Income Laboratory,"CEF/ETF income and arbitrage strategies, 8%+ portfolio yields",183.0,1.54K,3.61K,90,20.66K,19.74K,14.27K,12,2024-10-31
https://seekingalpha.com/author/thomas-niel,https://static2.seekingalpha.com/images/users_profile/043/012/126/extra_large_pic.png,Thomas Niel,,Seeking Alpha Analyst since 2016,,"I am a value investor focused on opportunities in undervalued micro-cap and small-cap stocks, with a particular focus on stocks where shareholder activism is a potential catalyst.",https://twitter.com/realThomasNiel,realThomasNiel,None,None,,,,51,,,151,27,568,146,2024-10-31
https://seekingalpha.com/author/pedro-goulart,https://static3.seekingalpha.com/images/users_profile/059/215/211/extra_large_pic.png,Pedro Goulart,,Seeking Alpha Analyst since 2024,Goulart's Restaurant Stocks,"I'm an Equity Analyst and Accountant specializing in restaurant stocks, with a strong foundation in Business Administration and Accounting, complemented by an MBA in Forensic Accounting and Controllership. As the founder of Goulart's Restaurant Stocks, I lead a company focused on analyzing restaurant stocks in the U.S. market. Our coverage spans multiple segments, including QSR, fast casual, casual dining, fine dining, and family dining. We employ advanced analytical models and specialized valuation techniques to deliver detailed insights and actionable strategies, helping investors make informed, strategic decisions. In addition to my financial market work, I actively engage in academic and journalistic initiatives. I contribute regularly to institutions that promote individual and economic freedom, such as the Mises Institute, Mises Brasil, and SNB&CHF. Previously, I was a columnist for Investing Brasil, where I discussed topics like monetary policy, financial education, and financial modeling, aiming to make these subjects accessible to a broader audience. My experience also includes accounting and business consulting for companies across LATAM, where I serve as an independent accountant and consultant.",None,None,https://www.linkedin.com/in/pedro-goulart-06bb372b2/,pedro-goulart-06bb372b2,,,,58,,,219,257,225,20,2024-10-31
https://seekingalpha.com/author/skeptical12,https://static3.seekingalpha.com/images/users_profile/004/963/331/extra_large_pic.png,Skeptical12,,Seeking Alpha Analyst since 2012,,"I am an avid investor and trader who has worked in law, politics, and business.
",None,None,None,None,,,,254,,,1.66K,1,2.41K,3,2024-10-31
https://seekingalpha.com/author/bang-for-the-buck,https://static1.seekingalpha.com/images/users_profile/048/701/869/extra_large_pic.png,Bang For The Buck,Investing Group Leader,Seeking Alpha Analyst since 2018,,"Bang for the Buck has a Bsc and Msc in Financial Economics and manages a small investment company. He primarily invests in turnaround stories and is currently focused on natural resource industries due to monetary and fiscal policies together with underinvestments and very attractive valuations.He runs the investment group Off The Beaten Path.It focuses on companies with quality characteristics that are trading at depressed valuations, which do allow investors to participate in the upside of natural resource investing, without experiencing the more extreme drawdowns, that are otherwise so prevalent in natural resource investing. Learn more.",https://twitter.com/Bang4TheBuck,Bang4TheBuck,None,None,Off The Beaten Path,"A cyclical value approach, presently focused on natural resources",9.0,283,,60,1.15K,144,4.64K,3,2024-10-31
https://seekingalpha.com/author/daniel-jones,https://static3.seekingalpha.com/images/users_profile/009/866/571/extra_large_pic.png,Daniel Jones,Investing Group Leader,Seeking Alpha Analyst since 2014,,"Daniel is an avid and active professional investor. 
He runs Crude Value Insights, a value-oriented newsletter aimed at analyzing the cash flows and assessing the value of companies in the oil and gas space. His primary focus is on finding businesses that are trading at a significant discount to their intrinsic value by employing a combination of Benjamin Graham's investment philosophy and a contrarian approach to the market and the securities therein. Learn more.",None,None,None,None,Crude Value Insights,Robust cash flow analyses of oil and gas companies,,4.92K,762,,5.83K,132,32.52K,46,2024-10-31
https://seekingalpha.com/author/robert-lake,https://static.seekingalpha.com/images/users_profile/053/083/348/extra_large_pic.png,Robert Lake,,Seeking Alpha Analyst since 2024,,"I have been investing in the stock market since I was 17 years old, and over the 25+ years since I have learned the joy of compounding, the value of dividend reinvesting, and the principle that patient investing through good times and bad brings the greatest rewards. I believe the key to creating wealth is the slow accumulation of high quality assets, and the key to enjoying the process of investing is to mix this steady approach with some high risk/high reward opportunities, underappreciated turnaround plays, and transformative technologies. I invest with integrity, only putting my money into companies and industries that aim to make the world a better place.I would consider myself an amateur investor, entirely self-taught with no formal education in investing or business, but smart at figuring out who is worth listening to. I read widely and embrace the notion that my own growth comes from learning from others. In my other life, I teach at the college/university level. I have a PhD from Brunel University and am an accomplished academic writer and editor.",https://www.twitter.com/Roblake29,Roblake29,None,None,,,,3,,,5,14,61,14,2024-10-31
https://seekingalpha.com/author/michael-a-gayed-cfa,https://static.seekingalpha.com/images/users_profile/000/039/580/extra_large_pic.png,"Michael A. Gayed, CFA",Investing Group Leader,Seeking Alpha Analyst since 2007,"Lead-lag publishing, llc","Michael A. Gayed is portfolio manager, and author of five award-winning research papers on market anomalies and investing. He has a BS with a double major in Finance & Management from NYU Stern School of Business, and is a CFA Charterholder.
Michael runs the investing group The Lead-Lag Report, focused on helping investors outperform in all market conditions. It offers a tactical, data-driven approach to investing, to achieve long-term success even in the face of uncertainty. With increasing market volatility, it's essential to understand risk-on/risk-off signals, seize high-yield opportunities, and leverage award-winning research to maximize returns. Learn More.",http://www.twitter.com/leadlagreport,leadlagreport,https://www.linkedin.com/company/leadlagreport,leadlagreport,The Lead-Lag Report,Anticipate Corrections and Volatility with Award Winning Research,170.0,2.5K,1.61K,92,1.91K,34,30.44K,1,2024-10-31
https://seekingalpha.com/author/stephen-simpson,https://static1.seekingalpha.com/images/users_profile/000/542/417/extra_large_pic.png,Stephen Simpson,,Seeking Alpha Analyst since 2011,,"Stephen Simpson is a freelance financial writer and investor.Spent close to 15 years on the Street (sell-side, buy-side, equities, bonds).",None,None,None,None,,,,5.96K,,33,4.79K,889,20.05K,12,2024-10-31
https://seekingalpha.com/author/mark-dockray,https://static3.seekingalpha.com/images/users_profile/033/446/475/extra_large_pic.png,Mark Dockray,,Seeking Alpha Analyst since 2015,,"I like to take a long term, buy-and-hold approach to investing, with a bias toward stocks that can sustainably post high quality earnings. Mostly found in the dividend and income section. Blog about various US/Canadian stocks at 'The Compound Investor', and predominantly UK names on 'The UK Income Investor'.",None,None,None,None,,,,302,,1,694,459,1.53K,5,2024-10-31
https://seekingalpha.com/author/riyado-sofian,https://static1.seekingalpha.com/images/users_profile/050/787/769/extra_large_pic.png,Riyado Sofian,,Seeking Alpha Analyst since 2020,,"My goal is to help you find the companies of tomorrow.I am a long-term growth investor in search of innovative companies that make the world a better place. My investment strategy revolves around finding what I call ""divergent stocks"" — disruptive companies that have strong fundamentals and long growth runways, but depressing prices.You can find me on YouTube as well:https://www.youtube.com/@riyadosofian",https://twitter.com/riyadosofian,riyadosofian,None,None,,,,128,,,408,637,4.26K,20,2024-10-31
https://seekingalpha.com/author/financial-serenity,https://static2.seekingalpha.com/images/users_profile/058/581/242/extra_large_pic.png,Financial Serenity,,Seeking Alpha Analyst since 2024,Financial Serenity,"I am passionate about investments and financial analysis with over 10 years of experience in global markets. Specializing in macroeconomics, I base my investments on long-term growth strategies. I have worked for years in research, analysis, and consulting in the financial sector, and for this reason, I closely follow market trends. I have chosen to present myself under the name of my organization, ""FinancialSerenity,"" to avoid any conflicts of interest and to create content that is increasingly aligned with the market every day. My investment approach is based on rigorous research aimed at finding investment opportunities through a contrarian strategy. I strongly believe that, in the long term, certain sectors are destined to grow, and I seek to take positions in the market during times of difficulty at statistically advantageous prices. Diversification will do the rest.",None,None,None,None,,,,30,,,88,88,167,52,2024-10-31
https://seekingalpha.com/author/quad-7-capital,https://static1.seekingalpha.com/images/users_profile/003/949/741/extra_large_pic.png,Quad 7 Capital,Investing Group Leader,Seeking Alpha Analyst since 2012,BAD BEAT Investing: Seeking Alpha's Top Trading Service,"The Pioneer Of Seeking Alpha's BAD BEAT Investing, Quad 7 Capital is a team of 7 analysts with a wide range of experience sharing investment opportunities for nearly 12 years. They are best known for their February 2020 call to sell everything & go short, & have been on average 95% long 5% short since May 2020. The broader company has expertise in business, policy, economics, mathematics, game theory, & the sciences. They share both long & short trades & invest personally in equities they discuss within their investing group BAD BEAT Investing, focused on short- & medium-term investments, income generation, special-situations, & momentum trades. Rather than just give you trades, they focus on teaching investors to become proficient traders through their playbook. Their goal is to save you time by providing in depth, high-quality research, with crystal clear entry and exit targets. They have a proven track record of success.Benefits of BAD BEAT Investing include: Learning how to understand the pinball nature of markets, executing well-researched written trade ideas each week, use of 4 chat rooms, receive daily complimentary key analyst upgrade/downgrade summaries, learning basic options trading, & extensive trading tools. If you would like to learn more, click the link above!",https://twitter.com/Quad7Capital,Quad7Capital,None,None,BAD BEAT Investing,"Get real results, not just talk. Our pros' best conviction ideas. Come win!",58.0,3.07K,,194,4.08K,1.41K,42.04K,10,2024-10-31
https://seekingalpha.com/author/binary-tree-analytics,https://static.seekingalpha.com/images/users_profile/048/943/276/extra_large_pic.png,Binary Tree Analytics,,Seeking Alpha Analyst since 2021,Binary Tree Analytics,"With an investment banking cash and derivatives trading background, Binary Tree Analytics ('BTA') aims to provide transparency and analytics in respect to capital markets instruments and trades. BTA focuses on CEFs, ETFs and Special Situations, and aims to deliver high annualized returns with a low volatility profile. We have been investing for over 20 years after obtaining a Finance major at a top university.",https://twitter.com/BTA_Binary_Tree,BTA_Binary_Tree,None,None,,,,983,,,1.38K,1.67K,4.78K,108,2024-10-31
https://seekingalpha.com/author/bohdan-kucheriavyi,https://static3.seekingalpha.com/images/users_profile/040/909/655/extra_large_pic.png,Bohdan Kucheriavyi,,Seeking Alpha Analyst since 2015,,"I'm a Ukraine-based seasoned investor, who firsthand experienced what’s it like to live in an environment full of systemic geopolitical shocks when the war came to my home country. Despite this, I managed to build an all-weather portfolio that has been able to thrive in volatile markets. My goal is to help investors find event-driven geopolitical ideas that can generate strong returns during periods of economic and political uncertainty.",None,None,https://www.linkedin.com/in/bohdankucheriavyi/,bohdankucheriavyi,,,,289,,,458,1.22K,8.88K,4,2024-10-31
https://seekingalpha.com/author/alan-galecki,https://static2.seekingalpha.com/images/users_profile/042/184/646/extra_large_pic.png,Alan Galecki,,Seeking Alpha Analyst since 2024,,"Always on the hunt for undervalued, promising stocks with a focus on risk and reward. Limited risks and decent to high upside by knowing what one's owning. I strongly believe that the best investment ideas are often the simplest. If contrarian, the better. ",https://www.twitter.com/Fin_Eng_Net,Fin_Eng_Net,None,None,,,,8,,,42,61,33,68,2024-10-31
https://seekingalpha.com/author/lipper-alpha-insight,https://static3.seekingalpha.com/images/users_profile/023/548/463/extra_large_pic.png,Lipper Alpha Insight,,Seeking Alpha Analyst since 2014,Refinitiv,"Lipper Alpha Insight (https://lipperalpha.refinitiv.com/) is a free daily news and commentary blog, giving financial professionals actionable ideas and insight to make sense of individual security news and events and stay on top of macroeconomic trends. We have a team of expert analysts that are constantly looking at the financial landscape in order to keep you up to date on the latest movements.",https://twitter.com/Lipper_Alpha,Lipper_Alpha,None,None,,,,1.83K,,,7,5,2.73K,4,2024-10-31
https://seekingalpha.com/author/the-techie,https://static2.seekingalpha.com/images/users_profile/059/957/246/extra_large_pic.png,The Techie,,Seeking Alpha Analyst since 2024,,"I’m a retired Wall Street PM specializing in TMT; my educational background is a bachelor's in Finance and Economics, and an MBA from Columbia, after which I directly began my career on Wall Street. Since kickstarting my career, I’ve spent over two decades in the market navigating the technology landscape, focusing on risk mitigation through the dot com bubble, credit default of ‘08, and, more recently, with the AI boom. In one word, what I’d like my service to revolve around is momentum. I channel years of experience at top-ranked institutional sell-side and buy-side firms and first-hand experience in retail, biotech, and technology sectors to provide data-driven insights to capture momentum. I deep dive into market trends, scrutinize company fundamentals, and assess the disruptive potential of emerging technologies and growth opportunities. My service aims to act as a tool to maneuver the market landscape so that you can know when momentum begins and, equally important, when it’ll end. My investment strategy is simple. I specialize in tech sector investments, emphasizing risk management. I diversify within the sector, focusing on companies with solid fundamentals and innovative products; while I focus on European and U.S. stocks, I also informally cover Asia-based names that I believe have reasonable risk-reward profiles. My equity-focused approach aims to optimize returns in the tech landscape. I’ve built my wealth by navigating the technology landscape and am looking to extend my knowledge of the industry to help advance the retail guys' investment journey. I firmly believe that technology's exponential growth has reached a disruptive peak, with consumer demand for innovation soaring. This convergence presents a prime window of investment opportunity. The retail investor is becoming more curious and conscious of these developments, and I’d like to add to the knowledge in the field, helping guide their investments. As a contributor on Seeking Alpha, my motivation is to share my insights, research, and investment ideas with a wider audience of like-minded individuals.",None,None,None,None,,,,56,,,56,81,606,,2024-10-31
https://seekingalpha.com/author/tamas-sandor,https://static.seekingalpha.com/images/users_profile/049/632/420/extra_large_pic.png,Tamas Sandor,,Seeking Alpha Analyst since 2024,,"I am a full-time investor focusing on high-quality and growth companies. One of my other major areas is stocks with high starting dividends and low valuations. I regularly use EVA framework in addition to the normal accounting metrics. I try to have a portfolio balance between dividend-paying stocks and stocks with high growth but lower dividend payouts. Overall, I have 8 years of experience of investing in stocks and fortunately, I have had more good investments than bad since I started doing this. I also keep companies in my portfolio that pay no dividends at all, but have a great potential to grow well and even pay dividends later.",None,None,None,None,,,,17,,,66,52,112,5,2024-10-31
https://seekingalpha.com/author/bret-jensen,https://static.seekingalpha.com/images/users_profile/000/498/952/extra_large_pic.png,Bret Jensen,Investing Group Leader,Seeking Alpha Analyst since 2010,The Biotech Forum,"Bret Jensen has over 13 years as a market analyst, helping investors find big winners in the biotech sector. Bret specializes in high beta sectors with potentially large investor returns.Bret leads the investing group The Biotech Forum, in which he and his team offer a model portfolio with their favorite 12-20 high upside biotech stocks, live chat to discuss trade ideas, and weekly research and option trades. The group also provides market commentary and a portfolio update every weekend. Learn More. ",https://twitter.com/thebiotechforum,thebiotechforum,None,None,The Biotech Forum,Finding tomorrow's big winners in the lucrative biotech sector,80.0,4.44K,,2.17K,25.92K,203,50.43K,118,2024-10-31
https://seekingalpha.com/author/labutes-ir,https://static1.seekingalpha.com/images/users_profile/001/104/021/extra_large_pic.png,Labutes IR,,Seeking Alpha Analyst since 2012,,"Labutes IR is a Fund Manager/Analyst specialized in the financial sector, with more than 18 years of experience in the financial markets. I have worked at several type of institutions in the industry, always at the buy side and related to portfolio management. Associated with the existing author The Outsider.",None,None,None,None,,,,509,,10,854,19,3.78K,36,2024-10-31
https://seekingalpha.com/author/roman-luzgin,https://static.seekingalpha.com/images/users_profile/042/686/696/extra_large_pic.png,Roman Luzgin,,Seeking Alpha Analyst since 2017,,"I write about growth opportunities in different sectors related to technology, providing analyses of fundamentals that are driven by current and future trends. Senior Data Analyst by day, I am building and managing my own portfolio of tech-related securities, which to date has consistently beaten the market.",None,None,https://www.linkedin.com/in/roman-luzgin-9247b7ba/?locale=en_US,roman-luzgin-9247b7ba,,,,132,,,284,111,3.21K,14,2024-10-31
https://seekingalpha.com/author/eugenio-catone,https://static2.seekingalpha.com/images/users_profile/056/207/090/extra_large_pic.png,Eugenio Catone,,Seeking Alpha Analyst since 2022,,"Hi there, welcome to my profile. My name is Eugenio Catone, I live in Italy and I am 26 years old. In 2023 I graduated in Business Administration and I am completing my studies. My interest in financial markets started about 5 years ago when I accidentally came across a video about trading. That was the spark that introduced me to a new world, but over time I realized that it was not my path: too many charts, lines, and not very concrete concepts for a pragmatic person like me. I needed something different and that I found in fundamental analysis. It is a totally different approach and one that evaluates the actual results achieved by a company rather than the candlesticks made by its price per share. That was the turning point for me and I have not stopped learning ever since. I mainly invest in stocks and ETFs; I prefer US companies but I often analyze European or Chinese companies as well. Being young, my investments always have a very long-term view; I often take a contrarian view. One of the sectors that interests me the most is banking, as I believe it is fundamental to understanding the health of an economy. I am also interested in Macroeconomics.Seeking Alpha is a way for me to express my opinion and meet new people. My articles are intended as pure entertainment and I hope you will find them interesting.",None,None,None,None,,,,313,,,751,808,2.9K,1,2024-10-31
https://seekingalpha.com/author/jr-research,https://static1.seekingalpha.com/images/users_profile/051/630/113/extra_large_pic.png,JR Research,Investing Group Leader,Seeking Alpha Analyst since 2021,,"JR Research is an opportunistic investor. He was recognized by TipRanks as a Top Analyst. He was also recognized by Seeking Alpha as a ""Top Analyst To Follow"" for Technology, Software, and Internet, as well as for Growth and GARP. He identifies attractive risk/reward opportunities supported by robust price action to potentially generate alpha well above the S&P 500. He has also demonstrated outperformance with his picks. He focuses on identifying growth investing opportunities that present the most attractive risk/reward upside potential. His approach combines sharp price action analysis with fundamentals investing. He tends to avoid overhyped and overvalued stocks while capitalizing on battered stocks with significant upside recovery possibilities. He runs the investing group Ultimate Growth Investing  which specializes in identifying high-potential opportunities across various sectors. He focuses on ideas that has strong growth potential and well-beaten contrarian plays, with an 18 to 24 month outlook for the thesis to play out. The group is designed for investors seeking to capitalize on growth stocks with robust fundamentals, buying momentum, and turnaround plays at highly attractive valuations. Learn more",None,None,https://www.linkedin.com/in/jjere/,jjere,Ultimate Growth Investing,Identifying high-potential growth stocks for your portfolio,4.0,2.36K,1.23K,4,10.36K,10.63K,37.35K,63,2024-10-31
https://seekingalpha.com/author/michael-fitzsimmons,https://static.seekingalpha.com/images/users_profile/000/173/432/extra_large_pic.png,Michael Fitzsimmons,,Seeking Alpha Analyst since 2008,Independent investor,"Michael Fitzsimmons is a retired electronics engineer and avid investor. He advises investors to construct a well-diversified portfolio built on a core foundation of a high-quality low-cost S&P500 fund. For investors who can tolerate short-term risks, he advises an over-weight position in the technology sector, which he believes is still in the early stages of a long-term secular bull-market. For dividend income, and as a 4th generation oil & gas man, Fitzsimmons suggests investors consider a position in large O&G companies that provide strong dividend income and dividend growth. Fitzsimmons' articles on portfolio management recommend a top-down capital allocation approach that is aligned with each individual investor's personal situation (i.e. age, retired/working, risk tolerance, income, net worth, goals, etc) and might include allocations into investment categories such as the S&P500, technology, dividend income, sector ETFs, growth, speculative growth, gold, and cash.",None,None,None,None,,,,1.69K,,33,48.32K,5.34K,21.71K,8,2024-10-31
https://seekingalpha.com/author/ing-economic-and-financial-analysis,https://static2.seekingalpha.com/images/users_profile/049/404/546/extra_large_pic.png,ING Economic and Financial Analysis,,Seeking Alpha Analyst since 2018,ING Group,"From Trump to trade, FX to Brexit, ING’s global economists have it covered. Go to ING.com/THINK to stay a step ahead. We’re sorry we can’t reply to individuals' comments.Content disclaimer: The information in the publication is not an investment recommendation and it is not investment, legal or tax advice or an offer or solicitation to purchase or sell any financial instrument.This publication has been prepared by ING solely for information purposes without regard to any particular user's investment objectives, financial situation, or means. For our full disclaimer please click here.",https://twitter.com/ING_Economics,ING_Economics,None,None,,,,2.08K,,,4,3,4.1K,8,2024-10-31
https://seekingalpha.com/author/abdullah-al-rezwan-cfa,https://static3.seekingalpha.com/images/users_profile/058/387/419/extra_large_pic.png,"Abdullah Al-Rezwan, CFA",,Seeking Alpha Analyst since 2023,MBI Deep Dives,I am an investment analyst doing one deep dive every month. I graduated from Cornell University with my MBA and worked on the buy-side following my graduation. I am also a CFA and FRM charterholder.,https://twitter.com/borrowed_ideas,borrowed_ideas,None,None,,,,38,,,3,2,475,,2024-10-31
https://seekingalpha.com/author/dhierin-bechai,https://static3.seekingalpha.com/images/users_profile/009/932/311/extra_large_pic.png,Dhierin Bechai,Investing Group Leader,Seeking Alpha Analyst since 2013,AeroAnalysis,"Dhierin-Perkash Bechai is an aerospace, defense and airline analyst. 
Dhierin runs the investing group The Aerospace Forum, whose goal is to discover investment opportunities in the aerospace, defense and airline industry. With a background in aerospace engineering, he provides analysis of a complex industry with significant growth prospects, and offers context to developments as they occur, describing how they might affect investment theses. His investing ideas are driven by data informed analysis. The investing group also provides direct access to data analytics monitors. 
Learn more.",https://twitter.com/DPBechai,DPBechai,https://nl.linkedin.com/in/dhierin-perkash-bechai-65039078,dhierin-perkash-bechai-65039078,The Aerospace Forum,In-depth insights from an expert on the aerospace and airline industries,1.0,2.07K,668,99,11.14K,1.38K,17.39K,8,2024-10-31
https://seekingalpha.com/author/tangerine-tan-capital,https://static1.seekingalpha.com/images/users_profile/057/953/689/extra_large_pic.png,Tangerine Tan Capital,,Seeking Alpha Analyst since 2023,,"My primary area of concentration will be on identifying companies of exceptional caliber, with a proven ability to reinvest capital for impressive returns. Targeting those with a market capitalization of less than $10 billion, affords ample opportunities for growth. The ideal scenario is for these companies to demonstrate a long-term capability of capital compounding, with a high enough compound annual growth rate to potentially deliver tenfold returns or even greater.My approach is to maintain a long-term perspective on these companies, as I believe this will generate higher returns compared to the market index, in a rapidly evolving investment landscape where short-term holdings are becoming increasingly prevalent.I primarily adopt a conservative investment strategy, but occasionally I may pursue opportunities with a favorable risk-reward ratio where the potential upside is substantial and downside is limited. These ventures are carefully considered and allocated a proportional amount within my portfolio to maintain overall stability.Bachelor's degree in finance and accounting All ideas and articles are provided for informational and educational purposes. Nothing contained herein is investment advice or should be construed as investment advice. All decisions that you make after reading our articles and reports are 100% your responsibility.",https://twitter.com/TangerineCap,TangerineCap,None,None,,,,169,,,241,124,1.85K,6,2024-10-31
https://seekingalpha.com/author/vladimir-dimitrov-cfa,https://static2.seekingalpha.com/images/users_profile/013/396/702/extra_large_pic.png,"Vladimir Dimitrov, CFA",Investing Group Leader,Seeking Alpha Analyst since 2017,,"Vladimir Dimitrov, CFA is a former strategy consultant within the field of brand and intangible assets valuation. During his career in the City of London he has been working with some of the largest global brands within the technology, telecom and banking sectors. He graduated from the London School of Economics and is interested in finding reasonably priced businesses with sustainable long-term competitive advantages.  Vladimir is the leader of the investing group The Roundabout Investor where he teaches the process of evaluating roundabout investments; defined by potential high capital return, growth in free cash flow, safe dividends and conservative capital allocation. He offers weekly investment ideas, a model portfolio, a watchlist, macro outlooks, and sector deep dives. Learn more.",https://twitter.com/VladPDimitrov,VladPDimitrov,None,None,The Roundabout Investor,Investment strategy for those seeking steady and above-market returns,1.0,501,87,3,1.12K,712,6.09K,68,2024-10-31
https://seekingalpha.com/author/on-the-pulse,https://static1.seekingalpha.com/images/users_profile/054/097/509/extra_large_pic.png,On the Pulse,,Seeking Alpha Analyst since 2021,,"A financial researcher and avid investor with a keen eye for innovation and disruption, as well as growth buy-outs and value stocks. Keeping an eye on the pace of high tech and early growth companies, I write about current events and the biggest news surrounding the industry, and strive to provide readers with ample research and investment opportunities.",None,None,None,None,,,,836,,,132,669,12.68K,4,2024-10-31
https://seekingalpha.com/author/curonian-research,https://static2.seekingalpha.com/images/users_profile/048/906/598/extra_large_pic.png,Curonian Research,,Seeking Alpha Analyst since 2017,Curonian Research,"Long-Term Focussed In-Depth Fundamental Analysis.Former Associate at a $10 billion hedge fund, with 15 years of professional experience in equity markets. Holds a First-Class Honours degree in Financial Economics from the University of London and is a CFA Level III candidate.An avid reader and a Berkshire Hathaway buff.",https://www.twitter.com/Curonian_,Curonian_,None,None,,,,72,,2,355,109,914,77,2024-10-31
https://seekingalpha.com/author/devas-research,https://static2.seekingalpha.com/images/users_profile/059/285/166/extra_large_pic.png,DeVas Research,,Seeking Alpha Analyst since 2023,,"I have been a keen student of the markets for several years now. I love studying how companies grow over time, what value they deliver to their stakeholders, and projecting long-term value as an investment opportunity. I work as a content professional for a software company, but my passion is capital markets.",None,None,None,None,,,,106,,,101,46,957,,2024-10-31
https://seekingalpha.com/author/terry-chrisomalis,https://static.seekingalpha.com/images/users_profile/001/058/124/extra_large_pic.png,Terry Chrisomalis,Investing Group Leader,Seeking Alpha Analyst since 2013,Biotech analysis central through seeking alpha,"Terry Chrisomalis is a private investor in the Biotech sector with years of experience utilizing his Applied Science background to generate long term value from Healthcare. He is the author of the investing group Biotech Analysis Central which contains a library of 600+ Biotech investing articles, a model portfolio of 10+ small and mid-cap stocks with deep analysis for each, live chat, and a range of analysis and news reports to help Healthcare investors make informed decisions.",None,None,https://www.linkedin.com/in/terry-chrisomalis-72084395/,terry-chrisomalis-72084395,Biotech Analysis Central,Actionable ideas on small-large cap biotech stocks through deep analysis.,4.0,1.33K,,289,2.63K,2.64K,12.9K,260,2024-10-31
https://seekingalpha.com/author/stuart-allsopp,https://static.seekingalpha.com/images/users_profile/051/219/040/extra_large_pic.png,Stuart Allsopp,,Seeking Alpha Analyst since 2020,Icon economics,"I am a full-time investor and owner of Icon Economics - a macro research company focussed on providing contrarian investment ideas across FX, Equities, and Fixed Income based on Austrian economic theory. Formerly Head of Financial Markets at Fitch Solutions, I have 15 years of experience investing and analysing Asian and Global markets. ",https://twitter.com/IconEconomics,IconEconomics,https://www.linkedin.com/in/stuart-allsopp-93a61a155/,stuart-allsopp-93a61a155,,,,505,,,529,340,6.53K,52,2024-10-31
https://seekingalpha.com/author/tradevestor,https://static.seekingalpha.com/images/users_profile/001/003/408/extra_large_pic.png,Tradevestor,,Seeking Alpha Analyst since 2012,,Dividends (DGI and DRIP) and Growth at reasonable price (GARP) for Long-term. Serious money.Fun trading for short-term. Play money.Ideas and thoughts presented in the articles are not professional recommendations.,None,None,None,None,,,,656,,,7.44K,218,7.78K,26,2024-10-31
https://seekingalpha.com/author/donovan-jones,https://static3.seekingalpha.com/images/users_profile/012/102/811/extra_large_pic.png,Donovan Jones,Investing Group Leader,Seeking Alpha Analyst since 2016,IPO Edge,"Donovan Jones is a research specialist with 15 years of experience identifying opportunities for IPOs and public software companies.He also leads the investing group IPO Edge, which offers actionable information on growth stocks through first-look S-1 filings, previews on upcoming IPOs, an IPO calendar for tracking what’s on the horizon, a database of U.S. IPOs, and a guide to IPO investing to walk you through the entire IPO lifecycle - from filing to listing to quiet period and lockup expiration dates. Learn more",https://twitter.com/ipospot,ipospot,https://www.linkedin.com/in/donovanjones/,donovanjones,IPO Edge,Get IPO Edge with actionable research on next-generation high growth stocks,12.0,4.67K,3.74K,66,662,457,20.56K,6,2024-10-31
